id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max
137,110-100 guns,FORE-MAST,Fore mast - Jigger Tackle - Strapping,Albero di trinchetto - Paranchino - Stroppatura,,2,,3.5,4,28.3,002-ShipOf110-100Guns.jpg,Jigger Tackle,,,2164,2290
138,110-100 guns,FORE-MAST,Fore mast - Truss Pendants,Albero di trinchetto - Pendenti della trozza,,2,2,8,17,64.68,002-ShipOf110-100Guns.jpg,Truss Pendants,,,2164,2290
139,110-100 guns,FORE-MAST,Fore mast - Truss Pendants - Falls,Albero di trinchetto - Pendenti della trozza - Correnti,,2,2,3,56,24.26,002-ShipOf110-100Guns.jpg,Truss Pendants,,,2164,2290
140,110-100 guns,FORE-MAST,Fore mast - Truss Pendants - Strapping,Albero di trinchetto - Pendenti della trozza - Stroppatura,,2,,3.5,4,28.3,002-ShipOf110-100Guns.jpg,Truss Pendants,,,2164,2290
141,110-100 guns,FORE-MAST,Fore mast - Truss Pendants - Eye Seizings,Albero di trinchetto - Pendenti della trozza - occhio Legature,,2,2,1.5,14,12.13,002-ShipOf110-100Guns.jpg,Truss Pendants,,,2164,2290
142,110-100 guns,FORE-MAST,Fore mast - Truss Pendants - Nave Line,Albero di trinchetto - Pendenti della trozza - Cima della trozza,,2,,2,20,16.17,002-ShipOf110-100Guns.jpg,Truss Pendants,,,2164,2290
143,110-100 guns,FORE-MAST,Fore mast - Puddening the Yard worn,Albero di trinchetto - Fasciatura del pennone fasciato,,2,,6.5,12,52.55,002-ShipOf110-100Guns.jpg,Puddening the Yard,,,2164,2290
144,110-100 guns,FORE-MAST,Fore mast - Clew-garnets,Albero di trinchetto - Caricascotte,,2,2,4,70,32.34,002-ShipOf110-100Guns.jpg,Clew-garnets,,,2164,2290
145,110-100 guns,FORE-MAST,Fore mast - Clew-garnets - Straps about the Yard,Albero di trinchetto - Caricascotte - Stroppi attorno al pennone,,2,,4,8,32.34,002-ShipOf110-100Guns.jpg,Clew-garnets,,,2164,2290
146,110-100 guns,FORE-MAST,Fore mast - Clew-garnets - Strapping,Albero di trinchetto - Caricascotte - Stroppatura,,2,,4,2,32.34,002-ShipOf110-100Guns.jpg,Clew-garnets,,,2164,2290
147,110-100 guns,FORE-MAST,Fore mast - Clew-garnets - Seizing,Albero di trinchetto - Caricascotte - Legatura,,2,,1,18,8.09,002-ShipOf110-100Guns.jpg,Clew-garnets,,,2164,2290
148,110-100 guns,FORE-MAST,Fore mast - Clew-garnets - Lashing,Albero di trinchetto - Caricascotte - legatura,,2,,1,14,8.09,002-ShipOf110-100Guns.jpg,Clew-garnets,,,2164,2290
149,110-100 guns,FORE-MAST,Fore mast - Buntline Legs,Albero di trinchetto - Bracci delle caricaboline,,2,4,3,48,24.26,002-ShipOf110-100Guns.jpg,Buntline Legs,,,2164,2290
150,110-100 guns,FORE-MAST,Fore mast - Buntline Legs - Falls,Albero di trinchetto - Bracci delle caricaboline - Correnti,,2,2,3,48,24.26,002-ShipOf110-100Guns.jpg,Buntline Legs,,,2164,2290
151,110-100 guns,FORE-MAST,Fore mast - Buntline Legs - Strapping,Albero di trinchetto - Bracci delle caricaboline - Stroppatura,,2,,3.5,12,28.3,002-ShipOf110-100Guns.jpg,Buntline Legs,,,2164,2290
152,110-100 guns,FORE-MAST,Fore mast - Leechline Legs,Albero di trinchetto - Bracci delle caricascottine,,2,2,2.5,50,20.21,002-ShipOf110-100Guns.jpg,Leechline Legs,,,2164,2290
153,110-100 guns,FORE-MAST,Fore mast - Leechline Legs - Falls,Albero di trinchetto - Bracci delle caricascottine - Correnti,,2,2,2.5,50,20.21,002-ShipOf110-100Guns.jpg,Leechline Legs,,,2164,2290
154,110-100 guns,FORE-MAST,Fore mast - Leechline Legs - Strapping,Albero di trinchetto - Bracci delle caricascottine - Stroppatura,,2,,3.5,12,28.3,002-ShipOf110-100Guns.jpg,Leechline Legs,,,2164,2290
155,110-100 guns,FORE-MAST,Fore mast - Slablines,Albero di trinchetto - Imbroglietti,,2,2,2.5,40,20.21,002-ShipOf110-100Guns.jpg,Slablines,,,2164,2290
156,110-100 guns,FORE-MAST,Fore mast - Slablines - Strapping,Albero di trinchetto - Imbroglietti - Stroppatura,,2,,2.5,1,20.21,002-ShipOf110-100Guns.jpg,Slablines,,,2164,2290
157,110-100 guns,FORE-MAST,Fore mast - Bowlines,Albero di trinchetto - Boline,,2,2,4.5,60,36.38,002-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
158,110-100 guns,FORE-MAST,Fore mast - Bowlines - Bridles,Albero di trinchetto - Boline - briglie,,2,2,4.5,6,36.38,002-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
159,110-100 guns,FORE-MAST,Fore mast - Bowlines - Strapping,Albero di trinchetto - Boline - Stroppatura,,2,,4.5,4.5,36.38,002-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
160,110-100 guns,FORE-MAST,Fore mast - Bowlines - Seizing,Albero di trinchetto - Boline - Legatura,,2,,1,12,8.09,002-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
161,110-100 guns,FORE-MAST,Fore mast - Bowlines - Lashing,Albero di trinchetto - Boline - legatura,,2,,2.5,12,20.21,002-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
162,110-100 guns,FORE-MAST,Fore mast - Earrings,Albero di trinchetto - Legature d’angolo,,2,6,2,28,16.17,002-ShipOf110-100Guns.jpg,Earrings,,,2164,2290
163,110-100 guns,FORE-MAST,Fore mast - Sheets Cabled,Albero di trinchetto - Scotte in cavo,,2,2,7,84,56.6,002-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
164,110-100 guns,FORE-MAST,Fore mast - Sheets - Strapping,Albero di trinchetto - Scotte - Stroppatura,,2,,7.5,4.5,60.64,002-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
165,110-100 guns,FORE-MAST,Fore mast - Sheets - Seizing,Albero di trinchetto - Scotte - Legatura,,2,,1,14,8.09,002-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
166,110-100 guns,FORE-MAST,Fore mast - Sheets - Stoppers,Albero di trinchetto - Scotte - Stoppers,,2,2,5.5,4,44.47,002-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
167,110-100 guns,FORE-MAST,Fore mast - Tacks - Taper and Cabled,Albero di trinchetto - Mure - rastremato e in cavo,,2,2,9.5,48,76.81,002-ShipOf110-100Guns.jpg,Tacks,,,2164,2290
168,110-100 guns,FORE-MAST,Fore mast - Tacks - Strapping,Albero di trinchetto - Mure - Stroppatura,,2,,6.5,6,52.55,002-ShipOf110-100Guns.jpg,Tacks,,,2164,2290
169,110-100 guns,FORE-MAST,Fore mast - Tacks - Seizing,Albero di trinchetto - Mure - Legatura,,2,,1.5,8,12.13,002-ShipOf110-100Guns.jpg,Tacks,,,2164,2290
170,110-100 guns,FORE-MAST,Fore mast - Tacks - Stoppers,Albero di trinchetto - Mure - Stoppers,,2,2,6,5,48.51,002-ShipOf110-100Guns.jpg,Tacks,,,2164,2290
171,110-100 guns,FORE-MAST,Fore mast - Tacks - Lanyards,Albero di trinchetto - Mure - Corridori,,2,2,2,5,16.17,002-ShipOf110-100Guns.jpg,Tacks,,,2164,2290
172,110-100 guns,FORE-MAST,Fore mast - Gammoning the Bumkin worn,Albero di trinchetto - Trincatura del minotto fasciato,,2,,4.5,16,36.38,002-ShipOf110-100Guns.jpg,Gammoning the Bumkin,,,2164,2290
173,110-100 guns,FORE-MAST,Fore mast - Gammoning the Bumkin - Lanyards,Albero di trinchetto - Trincatura del minotto - Corridori,,2,2,2,12,16.17,002-ShipOf110-100Guns.jpg,Gammoning the Bumkin,,,2164,2290
174,110-100 guns,FORE-MAST,Fore mast - Lanyard for Pudden & Dolphin,Albero di trinchetto - Corridore per fasciatura & delfiniera,,2,,1.5,10,12.13,002-ShipOf110-100Guns.jpg,Lanyard for Pudden & Dolphin,,,2164,2290
175,110-100 guns,FORE-MAST,Fore mast - Slings,Albero di trinchetto - Stroppi,,2,1,12,9,97.02,002-ShipOf110-100Guns.jpg,Slings,,,2164,2290
176,110-100 guns,FORE-MAST,Fore mast - Slings - Strap,Albero di trinchetto - Stroppi - Stroppo,,2,,12,4,97.02,002-ShipOf110-100Guns.jpg,Slings,,,2164,2290
177,110-100 guns,FORE-MAST,Fore mast - Slings - Seizings,Albero di trinchetto - Stroppi - Legature,,2,2,2,18,16.17,002-ShipOf110-100Guns.jpg,Slings,,,2164,2290
178,110-100 guns,FORE-MAST,Fore mast - Slings - Lanyard,Albero di trinchetto - Stroppi - Corridore,,2,,3.5,7,28.3,002-ShipOf110-100Guns.jpg,Slings,,,2164,2290
179,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard,Albero di trinchetto - Drizza della vela di straglio,,2,,4,30,32.34,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,,2164,2290
180,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Sheets,Albero di trinchetto - Drizza della vela di straglio - Scotte,,2,2,4,30,32.34,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,,2164,2290
181,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Tack,Albero di trinchetto - Drizza della vela di straglio - mura,,2,,3.5,2,28.3,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,,2164,2290
182,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Downhaller,Albero di trinchetto - Drizza della vela di straglio - caricabasso,,2,,2.5,28,20.21,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,,2164,2290
183,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — upper,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — superiore,,2,,4,4,32.34,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,Prima delle due righe 'Strapping' stampate sotto Downhaller.,2164,2290
184,110-100 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — lower,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — inferiore,,2,,2.5,1,20.21,002-ShipOf110-100Guns.jpg,Stayfail Hallyard,,Seconda delle due righe 'Strapping' stampate sotto Downhaller.,2164,2290
185,110-100 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Inner,Albero di trinchetto - Coltellaccio Drizza - interno,,3,2,3,48,24.26,003-ShipOf110-100Guns.jpg,Studding Sail Hallyard,,,2164,2290
186,110-100 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Outer,Albero di trinchetto - Coltellaccio Drizza - esterno,,3,2,3.5,88,28.3,003-ShipOf110-100Guns.jpg,Studding Sail Hallyard,,,2164,2290
187,110-100 guns,FORE-MAST,Fore mast - Studding Sail - Sheets,Albero di trinchetto - Coltellacci - Scotte,,3,2,3,15,24.26,003-ShipOf110-100Guns.jpg,Studding Sail,,,2164,2290
188,110-100 guns,FORE-MAST,Fore mast - Studding Sail - Tacks,Albero di trinchetto - Coltellacci - Mure,,3,2,3.5,68,28.3,003-ShipOf110-100Guns.jpg,Studding Sail,,,2164,2290
189,110-100 guns,FORE-MAST,Fore mast - Studding Sail - Strapping,Albero di trinchetto - Coltellacci - Stroppatura,,3,,3.5,16,28.3,003-ShipOf110-100Guns.jpg,Studding Sail,,,2164,2290
190,110-100 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants,Alberetto di parrocchetto - Pendenti Burton,,3,1,5.5,7,44.47,003-ShipOf110-100Guns.jpg,Burton Pendants,,,2164,2290
191,110-100 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Falls,Alberetto di parrocchetto - Pendenti Burton - Correnti,,3,2,2.5,60,20.21,003-ShipOf110-100Guns.jpg,Burton Pendants,,,2164,2290
192,110-100 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Strapping,Alberetto di parrocchetto - Pendenti Burton - Stroppatura,,3,,3.5,4,28.3,003-ShipOf110-100Guns.jpg,Burton Pendants,,,2164,2290
193,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds fine,Alberetto di parrocchetto - Sartie fini,,3,4,7,114,56.6,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
194,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Seizings Eye,Alberetto di parrocchetto - Sartie - Legature occhio,,3,4,1,24,8.09,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
195,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Throat,Alberetto di parrocchetto - Sartie - Gola,,3,8,1,42,8.09,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
196,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds - End,Alberetto di parrocchetto - Sartie - Estremità,,3,8,1,36,8.09,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
197,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Lanyards fine,Alberetto di parrocchetto - Sartie - Corridori fini,,3,8,3.5,60,28.3,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
198,110-100 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Ratling,Alberetto di parrocchetto - Sartie - grisella,,3,,1,150,8.09,003-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
199,110-100 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays fine,Alberetto di parrocchetto - Paterazzi fissi fini,,3,3,7,156,56.6,003-ShipOf110-100Guns.jpg,Standing Backstays,,,2164,2290
200,110-100 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Seizings Eye,Alberetto di parrocchetto - Paterazzi fissi - Legature occhio,,3,3,1,16,8.09,003-ShipOf110-100Guns.jpg,Standing Backstays,,,2164,2290
201,110-100 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Throat,Alberetto di parrocchetto - Paterazzi fissi - Gola,,3,6,1,28,8.09,003-ShipOf110-100Guns.jpg,Standing Backstays,,,2164,2290
202,110-100 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - End,Alberetto di parrocchetto - Paterazzi fissi - Estremità,,3,6,1,24,8.09,003-ShipOf110-100Guns.jpg,Standing Backstays,,,2164,2290
203,110-100 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Lanyards fine,Alberetto di parrocchetto - Paterazzi fissi - Corridori fini,,3,6,3.5,30,28.3,003-ShipOf110-100Guns.jpg,Standing Backstays,,,2164,2290
204,110-100 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners,Alberetto di parrocchetto - Corridori dei paterazzi laterali,,3,2,5,9,40.43,003-ShipOf110-100Guns.jpg,Breast Backstay Runners,,,2164,2290
205,110-100 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners - Falls,Alberetto di parrocchetto - Corridori dei paterazzi laterali - Correnti,,3,2,2.5,20,20.21,003-ShipOf110-100Guns.jpg,Breast Backstay Runners,,,2164,2290
206,110-100 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners - Strapping,Alberetto di parrocchetto - Corridori dei paterazzi laterali - Stroppatura,,3,,3,3,24.26,003-ShipOf110-100Guns.jpg,Breast Backstay Runners,,,2164,2290
207,110-100 guns,FORE-TOP-MAST,Fore topmast - Stay Cabled 4 Strands fine,Alberetto di parrocchetto - Straglio in cavo 4 legnoli fini,,3,,8.5,24,68.72,003-ShipOf110-100Guns.jpg,Stay,,,2164,2290
208,110-100 guns,FORE-TOP-MAST,Fore topmast - Stay - Collar fine,Alberetto di parrocchetto - Straglio - Collare fini,,3,,6.5,3.5,52.55,003-ShipOf110-100Guns.jpg,Stay,,,2164,2290
209,110-100 guns,FORE-TOP-MAST,Fore topmast - Stay - Tackle,Alberetto di parrocchetto - Paranco di straglio,,3,,3.5,24,28.3,003-ShipOf110-100Guns.jpg,Stay,,,2164,2290
210,110-100 guns,FORE-TOP-MAST,Fore topmast - Stay - Tackle Strapping,Alberetto di parrocchetto - Paranco di straglio Stroppatura,,3,,5,3,40.43,003-ShipOf110-100Guns.jpg,Stay,,,2164,2290
211,110-100 guns,FORE-TOP-MAST,Fore topmast - Stay - Tackle Seizing,Alberetto di parrocchetto - Paranco di straglio Legatura,,3,,1.5,6,12.13,003-ShipOf110-100Guns.jpg,Stay,,,2164,2290
212,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay cabled 4 Str. fine,Alberetto di parrocchetto - Controstraglio in cavo 4 Str. fini,,3,,6.5,24,52.55,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
213,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Collar fine,Alberetto di parrocchetto - Controstraglio - Collare fini,,3,,5,3,40.43,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
214,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Tackle,Alberetto di parrocchetto - Controstraglio - Paranco,,3,,3,24,24.26,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
215,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Tackle Strapping,Alberetto di parrocchetto - Controstraglio - Paranco Stroppatura,,3,,4,3,32.34,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
216,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Tackle Seizing,Alberetto di parrocchetto - Controstraglio - Paranco Legatura,,3,,1,6,8.09,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
217,110-100 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Lashing the Collar,Alberetto di parrocchetto - Controstraglio - legatura the Collare,,3,,2.5,6,20.21,003-ShipOf110-100Guns.jpg,Preventer Stay,,,2164,2290
218,110-100 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays fine,Alberetto di parrocchetto - Paterazzi volanti fini,,3,1,7,40,56.6,003-ShipOf110-100Guns.jpg,Shifting Backstays,,,2164,2290
219,110-100 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Tackles,Alberetto di parrocchetto - Paterazzi volanti - Paranchi,,3,4,3,48,24.26,003-ShipOf110-100Guns.jpg,Shifting Backstays,,,2164,2290
220,110-100 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Strapping,Alberetto di parrocchetto - Paterazzi volanti - Stroppatura,,3,,4,8,32.34,003-ShipOf110-100Guns.jpg,Shifting Backstays,,,2164,2290
221,110-100 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds fine,Alberetto di parrocchetto - Sartie di coffa fini,,3,4,7,42,56.6,003-ShipOf110-100Guns.jpg,Futtock Shrouds,,,2164,2290
222,110-100 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Upper,Alberetto di parrocchetto - Sartie di coffa - Legatura superiore,,3,8,1,48,8.09,003-ShipOf110-100Guns.jpg,Futtock Shrouds,,,2164,2290
223,110-100 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Lower,Alberetto di parrocchetto - Sartie di coffa - Legatura inferiore,,3,8,0.5,42,4.04,003-ShipOf110-100Guns.jpg,Futtock Shrouds,,,2164,2290
224,110-100 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Ratling,Alberetto di parrocchetto - Sartie di coffa - grisella,,3,,1.5,50,12.13,003-ShipOf110-100Guns.jpg,Futtock Shrouds,,,2164,2290
225,110-100 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants fine,Alberetto di parrocchetto - Pendenti top-cima fini,,3,2,9,42,72.77,003-ShipOf110-100Guns.jpg,Top Rope Pendants,,,2164,2290
226,110-100 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants - Falls,Alberetto di parrocchetto - Pendenti top-cima - Correnti,,3,2,5,140,40.43,003-ShipOf110-100Guns.jpg,Top Rope Pendants,,,2164,2290
227,110-100 guns,FORE-TOP-MAST,Fore topmast - Tye,Alberetto di parrocchetto - Tira / drizza,,3,,6,44,48.51,003-ShipOf110-100Guns.jpg,Tye,,,2164,2290
228,110-100 guns,FORE-TOP-MAST,Fore topmast - Tye - Strapping,Alberetto di parrocchetto - Tira / drizza - Stroppatura,,3,,6.5,8,52.55,003-ShipOf110-100Guns.jpg,Tye,,,2164,2290
229,110-100 guns,FORE-TOP-MAST,Fore topmast - Tye - Seizing,Alberetto di parrocchetto - Tira / drizza - Legatura,,3,,1,12,8.09,003-ShipOf110-100Guns.jpg,Tye,,,2164,2290
230,110-100 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Mast Head,Alberetto di parrocchetto - Tira / drizza - Legature alla testa d’albero,,3,2,2.5,15,20.21,003-ShipOf110-100Guns.jpg,Tye,,,2164,2290
231,110-100 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Yard,Alberetto di parrocchetto - Tira / drizza - Legature al pennone,,3,,2,5,16.17,003-ShipOf110-100Guns.jpg,Tye,,,2164,2290
232,110-100 guns,FORE-TOP-MAST,Fore topmast - Hallyards,Alberetto di parrocchetto - Drizze,,3,2,3.5,130,28.3,003-ShipOf110-100Guns.jpg,Hallyards,,,2164,2290
233,110-100 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Strapping,Alberetto di parrocchetto - Drizze - Stroppatura,,3,,5,8,40.43,003-ShipOf110-100Guns.jpg,Hallyards,,,2164,2290
234,110-100 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Seizing,Alberetto di parrocchetto - Drizze - Legatura,,3,,1,18,8.09,003-ShipOf110-100Guns.jpg,Hallyards,,,2164,2290
235,110-100 guns,FORE-TOP-MAST,Fore topmast - Horses,Alberetto di parrocchetto - Marciapiedi,,3,2,4,12,32.34,003-ShipOf110-100Guns.jpg,Horses,,,2164,2290
236,110-100 guns,FORE-TOP-MAST,Fore topmast - Horses - Stirrups,Alberetto di parrocchetto - Marciapiedi - Staffe,,3,6,3,8.5,24.26,003-ShipOf110-100Guns.jpg,Horses,,,2164,2290
237,110-100 guns,FORE-TOP-MAST,Fore topmast - Braces,Alberetto di parrocchetto - Bracci,,3,2,3.5,104,28.3,003-ShipOf110-100Guns.jpg,Braces,,,2164,2290
238,110-100 guns,FORE-TOP-MAST,Fore topmast - Braces - Pendants,Alberetto di parrocchetto - Bracci - Pendenti,,3,2,4.5,9,36.38,003-ShipOf110-100Guns.jpg,Braces,,,2164,2290
239,110-100 guns,FORE-TOP-MAST,Fore topmast - Braces - Preventer,Alberetto di parrocchetto - Bracci - di rispetto,,3,2,4,10,32.34,003-ShipOf110-100Guns.jpg,Braces,,,2164,2290
240,110-100 guns,FORE-TOP-MAST,Fore topmast - Braces - Strapping,Alberetto di parrocchetto - Bracci - Stroppatura,,3,,4,5,32.34,003-ShipOf110-100Guns.jpg,Braces,,,2164,2290
241,110-100 guns,FORE-TOP-MAST,Fore topmast - Lifts,Alberetto di parrocchetto - Amantigli,,3,2,3.5,72,28.3,003-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
242,110-100 guns,FORE-TOP-MAST,Fore topmast - Lifts - Beckets,Alberetto di parrocchetto - Amantigli - Gasse,,3,2,4,3,32.34,003-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
243,110-100 guns,FORE-TOP-MAST,Fore topmast - Lifts - Strapping,Alberetto di parrocchetto - Amantigli - Stroppatura,,3,,4,8,32.34,003-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
244,110-100 guns,FORE-TOP-MAST,Fore topmast - Lifts - Seizing,Alberetto di parrocchetto - Amantigli - Legatura,,3,,1,20,8.09,003-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
245,110-100 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes,Alberetto di parrocchetto - Cime della trozza,,3,2,3.5,14,28.3,003-ShipOf110-100Guns.jpg,Parrel Ropes,,,2164,2290
246,110-100 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes - Racking and Seizing,Alberetto di parrocchetto - Cime della trozza - legatura incrociata e Legatura,,3,,1,20,8.09,003-ShipOf110-100Guns.jpg,Parrel Ropes,,,2164,2290
247,110-100 guns,FORE-TOP-MAST,Fore topmast - Clewlines,Alberetto di parrocchetto - Imbrogli,,3,2,4,90,32.34,003-ShipOf110-100Guns.jpg,Clewlines,,,2164,2290
248,110-100 guns,FORE-TOP-MAST,Fore topmast - Clewlines - Strapping,Alberetto di parrocchetto - Imbrogli - Stroppatura,,3,,4,8,32.34,003-ShipOf110-100Guns.jpg,Clewlines,,,2164,2290
249,110-100 guns,FORE-TOP-MAST,Fore topmast - Buntlines,Alberetto di parrocchetto - Caricaboline,,3,2,3,72,24.26,003-ShipOf110-100Guns.jpg,Buntlines,,,2164,2290
250,110-100 guns,FORE-TOP-MAST,Fore topmast - Buntlines - Strapping,Alberetto di parrocchetto - Caricaboline - Stroppatura,,3,,3,3,24.26,003-ShipOf110-100Guns.jpg,Buntlines,,,2164,2290
251,110-100 guns,FORE-TOP-MAST,Fore topmast - Leechlines,Alberetto di parrocchetto - Leechlines,,3,2,2.5,34,20.21,003-ShipOf110-100Guns.jpg,Leechlines,,,2164,2290
252,110-100 guns,FORE-TOP-MAST,Fore topmast - Leechlines - Strapping,Alberetto di parrocchetto - Leechlines - Stroppatura,,3,,2.5,1,20.21,003-ShipOf110-100Guns.jpg,Leechlines,,,2164,2290
253,110-100 guns,FORE-TOP-MAST,Fore topmast - Bowlines,Alberetto di parrocchetto - Boline,,3,2,3.5,68,28.3,003-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
254,110-100 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Bridles,Alberetto di parrocchetto - Boline - briglie,,3,4,3.5,14,28.3,003-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
255,110-100 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Strapping,Alberetto di parrocchetto - Boline - Stroppatura,,3,,3.5,2,28.3,003-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
256,110-100 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Lashing,Alberetto di parrocchetto - Boline - legatura,,3,,1.5,12,12.13,003-ShipOf110-100Guns.jpg,Bowlines,,,2164,2290
257,110-100 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo,,3,2,4,44,32.34,003-ShipOf110-100Guns.jpg,Reeftackle Pendants,,,2164,2290
