#file,rigging_db.csv
version,rev58
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
196,USRC Harriet Lane,Model Shipways,N/D,1857,639,bm,documentato,https://en.wikipedia.org/wiki/USRC_Harriet_Lane,32 guns
197,USS Confederacy,Model Shipways,1:64,1778,959,bm,documentato,,50/44 guns
198,USS Constitution,Billing Boats,1:100,1797,1576,tons,documentato,,80 guns
199,USS Constitution,BlueJacket,1:96,1797,1576,tons,documentato,,80 guns
200,USS Constitution,Mamoli,1:93,1797,1576,tons,documentato,,80 guns
201,USS Constitution,Model Shipways,1:76,1797,1576,tons,documentato,,80 guns
202,USS Essex,Model Shipways,1:76,1799,897,bm,documentato,,50/44 guns
203,USS Niagara,Model Shipways,1:64,1813,492,tons burthen,documentato,,24 guns
204,Vasa,Corel,1:75,1628,1225,t displacement,intervallo museale / valore centrale,https://faq.vasamuseet.se/category/45/article/1262?lang=en,64 guns
205,Vasa,Mantua / Sergal,1:60,1628,1225,t displacement,intervallo museale / valore centrale,https://faq.vasamuseet.se/category/45/article/1262?lang=en,64 guns
206,Viking Gokstad,Dusek Ship Kits,1:35,c. 890,30,t displacement,archeologia sperimentale / documentato,https://en.wikipedia.org/wiki/Gokstad_ship,16/14 guns
207,Viking Gokstad,Dusek Ship Kits,1:72,c. 890,30,t displacement,archeologia sperimentale / documentato,https://en.wikipedia.org/wiki/Gokstad_ship,16/14 guns
208,Viking Knarr,Dusek Ship Kits,1:35,XI secolo,26,t displacement,proxy archeologia sperimentale,https://www.vikingeskibsmuseet.dk/en/professions/boatyard/building-projects/ottar,16/14 guns
209,Viking Longship,Dusek Ship Kits,1:35,X secolo,30,t displacement equivalente,tipologico da nave archeologica,https://en.wikipedia.org/wiki/Gokstad_ship,16/14 guns
210,Viking Longship,Dusek Ship Kits,1:72,X secolo,30,t displacement equivalente,tipologico da nave archeologica,https://en.wikipedia.org/wiki/Gokstad_ship,16/14 guns
211,VOC Batavia,Kolderstok,1:72,1628,600,tons / 300 lasten,documentato,https://rgssa.org.au/heritage/treasures/pelsaerts-account-of-the-wreck-of-the-batavia,28 guns
212,Wijdschip / Smalschip,Kolderstok,1:72,XVII secolo,80,t equivalente,tipologico / dedotto,https://kolderstok.com/en/collections/modellen,16/14 guns
213,Willem Barentsz Expedition Ship,Kolderstok,1:50,1596,100,t equivalente,ricostruzione storica / dedotto,https://kolderstok.com/en/collections/modellen,16/14 guns
214,Willie Bennett,Model Shipways,1:32,1899,8,gross tons,documentato,https://www.scribd.com/document/383938742/00031655,16/14 guns
#end
#file,rigging_classes.csv
id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max
1,110-100 guns,BOWSPRIT,Bowspirit - Woolding,Bompresso - Legatura,Bauprés - Ligadura,1,,3.5,190,28.3,001-ShipOf110-100Guns.jpg,Woolding,,,2164,2290
2,110-100 guns,BOWSPRIT,Bowspirit - Gammonings,Bompresso - Legature,Bauprés - Trincas del bauprés,1,2,8,160,64.68,001-ShipOf110-100Guns.jpg,Gammonings,,,2164,2290
3,110-100 guns,BOWSPRIT,Bowspirit - Shrouds fine,Bompresso - Sartie fini,Bauprés - Obenques finos,1,2,8,39,64.68,001-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
4,110-100 guns,BOWSPRIT,Bowspirit - Shrouds - Collars fine,Bompresso - Sartie - Collari fini,Bauprés - Obenques - Collares finos,1,4,6.5,12,52.55,001-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
5,110-100 guns,BOWSPRIT,Bowspirit - Shrouds - Seizings,Bompresso - Sartie - Legature,Bauprés - Obenques - Ligaduras,1,4,1,16,8.09,001-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
6,110-100 guns,BOWSPRIT,Bowspirit - Shrouds - Lashings,Bompresso - Sartie - Legature di fissaggio,Bauprés - Obenques - Trincas,1,4,2,12,16.17,001-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
7,110-100 guns,BOWSPRIT,Bowspirit - Shrouds - Lanyards fine,Bompresso - Sartie - Corridori fini,Bauprés - Obenques - Acolladores finos,1,4,3.5,20,28.3,001-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
8,110-100 guns,BOWSPRIT,Bowspirit - Bobstays cabled fine,Bompresso - Briglie in cavo fini,Bauprés - Barbiquejos colchados finos,1,3,8,38,64.68,001-ShipOf110-100Guns.jpg,Bobstays,,,2164,2290
9,110-100 guns,BOWSPRIT,Bowspirit - Bobstays - Collars fine,Bompresso - Briglie - Collari fini,Bauprés - Barbiquejos - Collares finos,1,3,8.5,9,68.72,001-ShipOf110-100Guns.jpg,Bobstays,,,2164,2290
10,110-100 guns,BOWSPRIT,Bowspirit - Bobstays - Seizings,Bompresso - Briglie - Legature,Bauprés - Barbiquejos - Ligaduras,1,3,1.5,30,12.13,001-ShipOf110-100Guns.jpg,Bobstays,,,2164,2290
11,110-100 guns,BOWSPRIT,Bowspirit - Bobstays - Lashings,Bompresso - Briglie - Legature di fissaggio,Bauprés - Barbiquejos - Trincas,1,3,2,9,16.17,001-ShipOf110-100Guns.jpg,Bobstays,,,2164,2290
12,110-100 guns,BOWSPRIT,Bowspirit - Bobstays - Lanyards fine,Bompresso - Briglie - Corridori fini,Bauprés - Barbiquejos - Acolladores finos,1,3,4,18,32.34,001-ShipOf110-100Guns.jpg,Bobstays,,,2164,2290
13,110-100 guns,BOWSPRIT,Bowspirit - Horses,Bompresso - Marciapiedi,Bauprés - Marchapiés,1,2,5,22,40.43,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
14,110-100 guns,BOWSPRIT,Bowspirit - Horses - Straps,Bompresso - Marciapiedi - Stroppi,Bauprés - Marchapiés - Estrobos,1,2,3.5,3.5,28.3,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
15,110-100 guns,BOWSPRIT,Bowspirit - Horses - Lanyards,Bompresso - Marciapiedi - Corridori,Bauprés - Marchapiés - Acolladores,1,2,2,8,16.17,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
16,110-100 guns,SPRITSAIL,Spritsail - Horses,Civada - Marciapiedi,Cebadera - Marchapiés,1,2,4,13,32.34,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
17,110-100 guns,SPRITSAIL,Spritsail - Horses - Stirrups,Civada - Marciapiedi - Staffe,Cebadera - Marchapiés - Estribos,1,6,3,6,24.26,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
18,110-100 guns,SPRITSAIL,Spritsail - Braces,Civada - Bracci,Cebadera - Brazas,1,2,3.5,75,28.3,001-ShipOf110-100Guns.jpg,Braces,,,2164,2290
19,110-100 guns,SPRITSAIL,Spritsail - Braces - Pendants,Civada - Bracci - Pendenti,Cebadera - Brazas - Pendientes,1,2,4,5,32.34,001-ShipOf110-100Guns.jpg,Braces,,,2164,2290
20,110-100 guns,SPRITSAIL,Spritsail - Braces - Strapping,Civada - Bracci - Stroppatura,Cebadera - Brazas - Estrobado,1,,3.5,10,28.3,001-ShipOf110-100Guns.jpg,Braces,,,2164,2290
21,110-100 guns,SPRITSAIL,Spritsail - Lifts,Civada - Amantigli,Cebadera - Amantillos,1,2,3.5,58,28.3,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
22,110-100 guns,SPRITSAIL,Spritsail - Lifts - Beckets,Civada - Amantigli - Gasse,Cebadera - Amantillos - Gazas,1,2,3.5,4,28.3,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
23,110-100 guns,SPRITSAIL,Spritsail - Lifts - Strapping,Civada - Amantigli - Stroppatura,Cebadera - Amantillos - Estrobado,1,,3.5,4,28.3,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
24,110-100 guns,SPRITSAIL,Spritsail - Lifts - Seizing,Civada - Amantigli - Legatura,Cebadera - Amantillos - Ligadura,1,,1.5,9,12.13,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
25,110-100 guns,SPRITSAIL,Spritsail - Lifts - Standing,Civada - Amantigli - fisso,Cebadera - Amantillos - Firme,1,2,4.5,10,36.38,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
26,110-100 guns,SPRITSAIL,Spritsail - Lifts - Straps,Civada - Amantigli - Stroppi,Cebadera - Amantillos - Estrobos,1,2,4.5,4,36.38,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
27,110-100 guns,SPRITSAIL,Spritsail - Lifts - Lanyards,Civada - Amantigli - Corridori,Cebadera - Amantillos - Acolladores,1,2,2,6,16.17,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
28,110-100 guns,SPRITSAIL,Spritsail - Halliard,Civada - Drizza,Cebadera - Driza,1,,3.5,40,28.3,001-ShipOf110-100Guns.jpg,Halliard,,,2164,2290
29,110-100 guns,SPRITSAIL,Spritsail - Halliard - Strapping,Civada - Drizza - Stroppatura,Cebadera - Driza - Estrobado,1,,4.5,3,36.38,001-ShipOf110-100Guns.jpg,Halliard,,,2164,2290
30,110-100 guns,SPRITSAIL,Spritsail - Halliard - Seizing and Lashing,Civada - Drizza - Legatura e fissaggio,Cebadera - Driza - Ligada y trinca,1,,1,6,8.09,001-ShipOf110-100Guns.jpg,Halliard,,,2164,2290
31,110-100 guns,SPRITSAIL,Spritsail - Slings,Civada - Stroppi,Cebadera - Eslingas,1,1,6.5,6,52.55,001-ShipOf110-100Guns.jpg,Slings,,,2164,2290
32,110-100 guns,SPRITSAIL,Spritsail - Slings - Seizing and Racking,Civada - Stroppi - Legatura e legatura incrociata,Cebadera - Eslingas - Ligada y ligada cruzada,1,,1.5,10,12.13,001-ShipOf110-100Guns.jpg,Slings,,,2164,2290
33,110-100 guns,SPRITSAIL,Spritsail - Clew-Lines,Civada - Imbrogli,Cebadera - Cargaderas de puños,1,2,2.5,45,20.21,001-ShipOf110-100Guns.jpg,Clew-Lines,,,2164,2290
34,110-100 guns,SPRITSAIL,Spritsail - Clew-Lines - Strapping,Civada - Imbrogli - Stroppatura,Cebadera - Cargaderas de puños - Estrobado,1,,3,6,24.26,001-ShipOf110-100Guns.jpg,Clew-Lines,,,2164,2290
35,110-100 guns,SPRITSAIL,Spritsail - Buntlines,Civada - Caricaboline,Cebadera - Brioles,1,2,2,34,16.17,001-ShipOf110-100Guns.jpg,Buntlines,,,2164,2290
36,110-100 guns,SPRITSAIL,Spritsail - Buntlines - Strapping,Civada - Caricaboline - Stroppatura,Cebadera - Brioles - Estrobado,1,,2.5,1,20.21,001-ShipOf110-100Guns.jpg,Buntlines,,,2164,2290
37,110-100 guns,SPRITSAIL,Spritsail - Earrings,Civada - Legature d’angolo,Cebadera - Empuñiduras,1,4,1.5,12,12.13,001-ShipOf110-100Guns.jpg,Earrings,,,2164,2290
38,110-100 guns,SPRITSAIL,Spritsail - Sheets cabled single,Civada - Scotte in cavo singolo,Cebadera - Escotas colchadas sencillas,1,2,5,40,40.43,001-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
39,110-100 guns,JIBB,Jibb - Horses,Fiocco - Marciapiedi,Foque - Marchapiés,1,1,4,20,32.34,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
40,110-100 guns,JIBB,Jibb - Horses - Seizings,Fiocco - Marciapiedi - Legature,Foque - Marchapiés - Ligaduras,1,2,1,0.5,8.09,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
41,110-100 guns,JIBB,Jibb - Guy Pendants,Fiocco - Pendenti dei venti,Foque - Pendientes de retenida,1,1,4.5,34,36.38,001-ShipOf110-100Guns.jpg,Guy Pendants,,,2164,2290
42,110-100 guns,JIBB,Jibb - Guy Pendants - Falls,Fiocco - Pendenti dei venti - Correnti,Foque - Pendientes de retenida - Betas,1,2,3,36,24.26,001-ShipOf110-100Guns.jpg,Guy Pendants,,,2164,2290
43,110-100 guns,JIBB,Jibb - Guy Pendants - Strapping,Fiocco - Pendenti dei venti - Stroppatura,Foque - Pendientes de retenida - Estrobado,1,,4,1.5,32.34,001-ShipOf110-100Guns.jpg,Guy Pendants,,,2164,2290
44,110-100 guns,JIBB,Jibb - Guy Pendants - Lathers,Fiocco - Pendenti dei venti - legature,Foque - Pendientes de retenida - Estrobos,1,4,3,2,24.26,001-ShipOf110-100Guns.jpg,Guy Pendants,,,2164,2290
45,110-100 guns,JIBB,Jibb - Out-Hauler,Fiocco - Caricafuori,Foque - Contraescota,1,,4,12,32.34,001-ShipOf110-100Guns.jpg,Out-Hauler,,,2164,2290
46,110-100 guns,JIBB,Jibb - Out-Hauler - Tackle-Fall,Fiocco - Caricafuori - Corrente del paranco,Foque - Contraescota - Beta del aparejo,1,,3.5,30,28.3,001-ShipOf110-100Guns.jpg,Out-Hauler,,,2164,2290
47,110-100 guns,JIBB,Jibb - Out-Hauler - Strapping,Fiocco - Caricafuori - Stroppatura,Foque - Contraescota - Estrobado,1,,2.5,1,20.21,001-ShipOf110-100Guns.jpg,Out-Hauler,,,2164,2290
48,110-100 guns,JIBB,Jibb - Stay,Fiocco - Straglio,Foque - Estay,1,,4.5,33,36.38,001-ShipOf110-100Guns.jpg,Stay,,,2164,2290
49,110-100 guns,JIBB,Jibb - Stay - Strapping,Fiocco - Straglio - Stroppatura,Foque - Estay - Estrobado,1,,4.5,1,36.38,001-ShipOf110-100Guns.jpg,Stay,,,2164,2290
50,110-100 guns,JIBB,Jibb - Stay - Tacklefall,Fiocco - Straglio - Corrente del paranco,Foque - Estay - Beta del aparejo,1,,2.5,26,20.21,001-ShipOf110-100Guns.jpg,Stay,,,2164,2290
51,110-100 guns,JIBB,Jibb - Stay - Tacklefall Strapping,Fiocco - Straglio - Corrente del paranco Stroppatura,Foque - Estay - Estrobado de beta de aparejo,1,,2.5,1,20.21,001-ShipOf110-100Guns.jpg,Stay,,,2164,2290
52,110-100 guns,JIBB,Jibb - Hallyard,Fiocco - Drizza,Foque - Driza,1,,4,46,32.34,001-ShipOf110-100Guns.jpg,Hallyard,,,2164,2290
53,110-100 guns,JIBB,Jibb - Hallyard - Strapping,Fiocco - Drizza - Stroppatura,Foque - Driza - Estrobado,1,,4,1,32.34,001-ShipOf110-100Guns.jpg,Hallyard,,,2164,2290
54,110-100 guns,JIBB,Jibb - Downhaller,Fiocco - Caricabasso,Foque - Cargadera,1,,2.5,40,20.21,001-ShipOf110-100Guns.jpg,Downhaller,,,2164,2290
55,110-100 guns,JIBB,Jibb - Sheets single,Fiocco - Scotte singolo,Foque - Escotas sencillas,1,2,3.5,50,28.3,001-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
56,110-100 guns,JIBB,Jibb - Sheets - Pendants,Fiocco - Scotte - Pendenti,Foque - Escotas - Pendientes,1,1,4.5,12,36.38,001-ShipOf110-100Guns.jpg,Sheets,,,2164,2290
57,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Horses,Parrocchetto di civada - Marciapiedi,Sobrecebadera - Marchapiés,1,2,3,9,24.26,001-ShipOf110-100Guns.jpg,Horses,,,2164,2290
58,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Braces,Parrocchetto di civada - Bracci,Sobrecebadera - Brazas,1,2,2.5,54,20.21,001-ShipOf110-100Guns.jpg,Braces,,,2164,2290
59,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Braces - Strapping,Parrocchetto di civada - Bracci - Stroppatura,Sobrecebadera - Brazas - Estrobado,1,,2.5,1,20.21,001-ShipOf110-100Guns.jpg,Braces,,,2164,2290
60,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Lifts single,Parrocchetto di civada - Amantigli singolo,Sobrecebadera - Amantillos sencillos,1,2,2.5,40,20.21,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
61,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Lifts - Strapping,Parrocchetto di civada - Amantigli - Stroppatura,Sobrecebadera - Amantillos - Estrobado,1,,2.5,1,20.21,001-ShipOf110-100Guns.jpg,Lifts,,,2164,2290
62,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Hallyard,Parrocchetto di civada - Drizza,Sobrecebadera - Driza,1,,2.5,32,20.21,001-ShipOf110-100Guns.jpg,Hallyard,,,2164,2290
63,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Hallyard - Strapping,Parrocchetto di civada - Drizza - Stroppatura,Sobrecebadera - Driza - Estrobado,1,,2.5,2.5,20.21,001-ShipOf110-100Guns.jpg,Hallyard,,,2164,2290
64,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Hallyard - Lashing,Parrocchetto di civada - Drizza - legatura,Sobrecebadera - Driza - Trinca,1,,2.5,6,20.21,001-ShipOf110-100Guns.jpg,Hallyard,,,2164,2290
65,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Parrel-Ropes,Parrocchetto di civada - Cime della trozza,Sobrecebadera - Racamentos,1,2,2.5,5,20.21,001-ShipOf110-100Guns.jpg,Parrel-Ropes,,,2164,2290
66,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Clewlines,Parrocchetto di civada - Imbrogli,Sobrecebadera - Cargaderas de puños,1,2,2,46,16.17,001-ShipOf110-100Guns.jpg,Clewlines,,,2164,2290
67,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Clewlines - Strapping,Parrocchetto di civada - Imbrogli - Stroppatura,Sobrecebadera - Cargaderas de puños - Estrobado,1,,2,2,16.17,001-ShipOf110-100Guns.jpg,Clewlines,,,2164,2290
68,110-100 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Lacing and Earings,Parrocchetto di civada - Infilatura e terzaruoli,Sobrecebadera - Envergado y empuñiduras,1,2,1,40,8.09,001-ShipOf110-100Guns.jpg,Lacing and Earings,,,2164,2290
69,110-100 guns,FORE-MAST,Fore mast - Woolding,Albero di trinchetto - Legatura,Palo trinquete - Ligadura,1,,3.5,200,28.3,001-ShipOf110-100Guns.jpg,Woolding,,,2164,2290
70,110-100 guns,FORE-MAST,Fore mast - Girdlings,Albero di trinchetto - Legature d’albero,Palo trinquete - Ligaduras de palo,1,2,5,80,40.43,001-ShipOf110-100Guns.jpg,Girdlings,,,2164,2290
71,110-100 guns,FORE-MAST,Fore mast - Girdlings - Strapping,Albero di trinchetto - Legature d’albero - Stroppatura,Palo trinquete - Ligaduras de palo - Estrobado,1,,5,2,40.43,001-ShipOf110-100Guns.jpg,Girdlings,,,2164,2290
72,110-100 guns,FORE-MAST,Fore mast - Girdlings - Seizing,Albero di trinchetto - Legature d’albero - Legatura,Palo trinquete - Ligaduras de palo - Ligadura,1,,2.5,7,20.21,001-ShipOf110-100Guns.jpg,Girdlings,,,2164,2290
73,110-100 guns,FORE-MAST,Fore mast - Girdlings - Lashings,Albero di trinchetto - Legature d’albero - Legature di fissaggio,Palo trinquete - Ligaduras de palo - Trincas,1,2,2.5,18,20.21,001-ShipOf110-100Guns.jpg,Girdlings,,,2164,2290
74,110-100 guns,FORE-MAST,Fore mast - Pendants of Tackles cabled fine,Albero di trinchetto - Pendenti dei paranchi in cavo fini,Palo trinquete - Pendientes colchados finos de aparejos,2,2,11,19,88.94,002-ShipOf110-100Guns.jpg,Pendants of Tackles,,,2164,2290
75,110-100 guns,FORE-MAST,Fore mast - Pendants of Tackles - Strapping,Albero di trinchetto - Pendenti dei paranchi - Stroppatura,Palo trinquete - Pendientes de aparejos - Estrobado,2,,7.5,4,60.64,002-ShipOf110-100Guns.jpg,Pendants of Tackles,,,2164,2290
76,110-100 guns,FORE-MAST,Fore mast - Pendants of Tackles - Seizing,Albero di trinchetto - Pendenti dei paranchi - Legatura,Palo trinquete - Pendientes de aparejos - Ligadura,2,,1.5,8,12.13,002-ShipOf110-100Guns.jpg,Pendants of Tackles,,,2164,2290
77,110-100 guns,FORE-MAST,Fore mast - Runners of Tackles,Albero di trinchetto - Corridori dei paranchi,Palo trinquete - Corredores de aparejos,2,4,7.5,36,60.64,002-ShipOf110-100Guns.jpg,Runners of Tackles,,,2164,2290
78,110-100 guns,FORE-MAST,Fore mast - Runners of Tackles - Strapping,Albero di trinchetto - Corridori dei paranchi - Stroppatura,Palo trinquete - Corredores de aparejos - Estrobado,2,,6,6,48.51,002-ShipOf110-100Guns.jpg,Runners of Tackles,,,2164,2290
79,110-100 guns,FORE-MAST,Fore mast - Falls of Tackles,Albero di trinchetto - Correnti dei paranchi,Palo trinquete - Betas de aparejos,2,4,4,200,32.34,002-ShipOf110-100Guns.jpg,Falls of Tackles,,,2164,2290
80,110-100 guns,FORE-MAST,Fore mast - Falls of Tackles - Strapping,Albero di trinchetto - Correnti dei paranchi - Stroppatura,Palo trinquete - Betas de aparejos - Estrobado,2,,5.5,10,44.47,002-ShipOf110-100Guns.jpg,Falls of Tackles,,,2164,2290
81,110-100 guns,FORE-MAST,Fore mast - Falls of Tackles - Seizing,Albero di trinchetto - Correnti dei paranchi - Legatura,Palo trinquete - Betas de aparejos - Ligadura,2,,1,45,8.09,002-ShipOf110-100Guns.jpg,Falls of Tackles,,,2164,2290
82,110-100 guns,FORE-MAST,Fore mast - Shrouds cabled fine,Albero di trinchetto - Sartie in cavo fini,Palo trinquete - Obenques colchados finos,2,7,11,225,88.94,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
83,110-100 guns,FORE-MAST,Fore mast - Shrouds - Seizings Eye,Albero di trinchetto - Sartie - Legature occhio,Palo trinquete - Obenques - Ligaduras de ojo,2,6,1.5,50,12.13,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
84,110-100 guns,FORE-MAST,Fore mast - Shrouds - Throat,Albero di trinchetto - Sartie - Gola,Palo trinquete - Obenques - Boca,2,14,1.5,100,12.13,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
85,110-100 guns,FORE-MAST,Fore mast - Shrouds - End,Albero di trinchetto - Sartie - Estremità,Palo trinquete - Obenques - Extremo,2,14,1,100,8.09,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
86,110-100 guns,FORE-MAST,Fore mast - Shrouds - Lanyards fine,Albero di trinchetto - Sartie - Corridori fini,Palo trinquete - Obenques - Acolladores finos,2,14,5.5,120,44.47,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
87,110-100 guns,FORE-MAST,Fore mast - Shrouds - Ratling,Albero di trinchetto - Sartie - grisella,Palo trinquete - Obenques - Flechaste,2,,1.5,350,12.13,002-ShipOf110-100Guns.jpg,Shrouds,,,2164,2290
88,110-100 guns,FORE-MAST,Fore mast - Stay cabled fine 4 Strands,Albero di trinchetto - Straglio in cavo fini 4 legnoli,Palo trinquete - Estay colchado fino de 4 cordones,2,,18,15,145.53,002-ShipOf110-100Guns.jpg,Stay,,,2164,2290
89,110-100 guns,FORE-MAST,Fore mast - Stay - Seizings,Albero di trinchetto - Straglio - Legature,Palo trinquete - Estay - Ligaduras,2,3,2,25,16.17,002-ShipOf110-100Guns.jpg,Stay,,,2164,2290
90,110-100 guns,FORE-MAST,Fore mast - Stay - Lanyard fine,Albero di trinchetto - Straglio - Corridore fini,Palo trinquete - Estay - Acollador fino,2,,6,17,48.51,002-ShipOf110-100Guns.jpg,Stay,,,2164,2290
91,110-100 guns,FORE-MAST,Fore mast - Stay - Collar cabled 4 Str. fine double,Albero di trinchetto - Straglio - Collare in cavo 4 Str. fini doppio,Palo trinquete - Estay - Collar colchado doble fino de 4 cordones,2,,9.5,8.5,76.81,002-ShipOf110-100Guns.jpg,Stay,,,2164,2290
92,110-100 guns,FORE-MAST,Fore mast - Stay - Collar Seizings,Albero di trinchetto - Straglio - Collare Legature,Palo trinquete - Estay - Ligaduras de collar,2,2,1.5,12,12.13,002-ShipOf110-100Guns.jpg,Stay,,,2164,2290
